canonical_keyword,cluster_key,cluster_label,topical_silo,primary_entity,entity_type,parent_entity,intent,intent_detail,geo_modifier,keyword_count,total_volume,current_ranking_coverage_pct,average_current_position,recommended_page_type,recommended_action,suggested_url
mcdonald's happy meal apple slices,sides-apple-slices__overview_menu,Apple Slices - overview menu,Fries & Sides,Apple Slices,product_variant,Fries & Sides,overview,overview_menu,,1,20,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/fries-sides/apple-slices/
quarter pounder deluxe discontinued,burgers-quarter-pounder-with-cheese-deluxe__availability_status,Quarter Pounder with Cheese Deluxe - availability status,Burgers,Quarter Pounder with Cheese Deluxe,product_variant,Burgers Menu,timing_availability,availability_status,,1,20,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/burgers-menu/quarter-pounder-with-cheese-deluxe/
mcdonald's sausage biscuit ingredients,bfast-sausage-biscuit__nutrition_ingredients,Sausage Biscuit - nutrition ingredients,Breakfast,Sausage Biscuit,product_variant,Breakfast Menu,nutrition,nutrition_ingredients,,1,20,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/sausage-biscuit/
bacon egg & cheese mcgriddles,bfast-bacon-egg-cheese-mcgriddles__overview_general,"Bacon, Egg & Cheese McGriddles - overview general",Breakfast,"Bacon, Egg & Cheese McGriddles",product_variant,Breakfast Menu,overview,overview_general,,1,20,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/bacon-egg-cheese-mcgriddles/
mcdonald's iced latte price,coffee-mccafe-iced-latte__price_value,McCafe Iced Latte - price value,McCafe Coffees,McCafe Iced Latte,product_family,McCafe Coffees,commercial,price_value,,1,20,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mccafe-menu/
mcdonald's cappuccino calories,coffee-mccafe-cappuccino__nutrition_macros,McCafe Cappuccino - nutrition macros,McCafe Coffees,McCafe Cappuccino,product_family,McCafe Coffees,nutrition,nutrition_macros,,1,20,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mccafe-menu/
mcdonald's app rewards,app-deals__service_app,McDonald's App Deals - service app,Customer Journey,McDonald's App Deals,service_page,,service_task,service_app,,1,20,0.0,,support,Optimize the existing support page.,https://mcdomenuusa.com/mcdonalds-app-deals/
mcdonald's fries menu,fries-sides__overview_menu,Fries & Sides - overview menu,Fries & Sides,Fries & Sides,menu_guide,,overview,overview_menu,,1,20,0.0,,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/fries-sides/
mcdonalds fries allergens,fries-sides__nutrition_allergens,Fries & Sides - nutrition allergens,Fries & Sides,Fries & Sides,menu_guide,,nutrition,nutrition_allergens,,1,20,0.0,,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/fries-sides/
is mcdonalds bbq sauce gluten free,sauce-tangy-barbecue-sauce__nutrition_allergens,Tangy Barbecue Sauce - nutrition allergens,Sauces & Condiments,Tangy Barbecue Sauce,product_variant,Sauces & Condiments,nutrition,nutrition_allergens,,1,20,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/sauces-condiments/tangy-barbecue-sauce/
spicy mccrispy ingredients,chicken-spicy-mccrispy__nutrition_ingredients,Spicy McCrispy - nutrition ingredients,Chicken & Fish,Spicy McCrispy,product_variant,Chicken & Fish Menu,nutrition,nutrition_ingredients,,1,20,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/chicken-fish/spicy-mccrispy/
mcdonald's cappuccino price,coffee-mccafe-cappuccino__price_value,McCafe Cappuccino - price value,McCafe Coffees,McCafe Cappuccino,product_family,McCafe Coffees,commercial,price_value,,1,20,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mccafe-menu/
are mcdonalds frappes gluten free,coffee-frappe__nutrition_allergens,Frappe - nutrition allergens,McCafe Coffees,Frappe,product_family,McCafe Coffees,nutrition,nutrition_allergens,,2,20,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mccafe-menu/
mcdonaldsbreakfast menu,breakfast-hours__overview_menu,Breakfast Hours - overview menu,Breakfast,Breakfast Hours,support_page,,overview,overview_menu,,2,20,0.0,,support,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/breakfast-hours/
what is in mcdonald's big breakfast,bfast-big-breakfast__nutrition_ingredients,Big Breakfast - nutrition ingredients,Breakfast,Big Breakfast,product_variant,Breakfast Menu,nutrition,nutrition_ingredients,,2,20,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/big-breakfast/
how much is a big mac in ohio,burgers-big-mac__geo_price__ohio,Big Mac - geo price,Burgers,Big Mac,product_variant,Burgers Menu,geo_pricing,geo_price,Ohio,2,20,0.0,,support,Route this to the geographic pricing hub or create a state/city-specific expansion page.,https://mcdomenuusa.com/mcdonalds-prices-by-state/
big mac meal price new york,evm-big-mac-meal__geo_price__new-york,Big Mac Meal - geo price,Value & Deals,Big Mac Meal,product_variant,Extra Value Meals,geo_pricing,geo_price,New York,2,20,0.0,,support,Route this to the geographic pricing hub or create a state/city-specific expansion page.,https://mcdomenuusa.com/mcdonalds-prices-by-state/
mcflurry price california,sweets-oreo-mcflurry__geo_price__california,OREO McFlurry - geo price,Sweets & Treats,OREO McFlurry,product_variant,Sweets & Treats,geo_pricing,geo_price,California,1,10,0.0,,support,Route this to the geographic pricing hub or create a state/city-specific expansion page.,https://mcdomenuusa.com/mcdonalds-prices-by-state/
mymcdonaldsrewards,rewards-guide__overview_general,Rewards Guide - overview general,Customer Journey,Rewards Guide,service_page,,overview,overview_general,,1,10,0.0,,support,Optimize the existing support page.,https://mcdomenuusa.com/rewards-guide/
mcdonald's hash brown allergens,bfast-hash-browns__nutrition_allergens,Hash Browns - nutrition allergens,Breakfast,Hash Browns,product_variant,Breakfast Menu,nutrition,nutrition_allergens,,1,10,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/hash-browns/
mcdonalds coffee gluten free,coffee-premium-roast-coffee__nutrition_allergens,Premium Roast Coffee - nutrition allergens,McCafe Coffees,Premium Roast Coffee,product_variant,McCafe Coffees,nutrition,nutrition_allergens,,1,10,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/mccafe-coffees/premium-roast-coffee/
mcrib meal,limited-time-mcrib__overview_menu,McRib - overview menu,Limited Time,McRib,product_family,Limited Time Menu,overview,overview_menu,,1,10,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/limited-time-menu/
how much is a big mac meal in florida,evm-big-mac-meal__geo_price__florida,Big Mac Meal - geo price,Value & Deals,Big Mac Meal,product_variant,Extra Value Meals,geo_pricing,geo_price,Florida,1,10,0.0,,support,Route this to the geographic pricing hub or create a state/city-specific expansion page.,https://mcdomenuusa.com/mcdonalds-prices-by-state/
mcdonald's double cheeseburger price usa,burgers-double-cheeseburger__geo_price__usa,Double Cheeseburger - geo price,Burgers,Double Cheeseburger,product_variant,Burgers Menu,geo_pricing,geo_price,Usa,1,10,0.0,,support,Route this to the geographic pricing hub or create a state/city-specific expansion page.,https://mcdomenuusa.com/mcdonalds-prices-by-state/
mcdonald's soft drink,bev-soft-drink__overview_general,Soft Drink - overview general,Beverages,Soft Drink,product_family,Beverages & Drinks,overview,overview_general,,1,10,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/beverage-menu/
mcdouble price california,burgers-mcdouble__geo_price__california,McDouble - geo price,Burgers,McDouble,product_variant,Burgers Menu,geo_pricing,geo_price,California,1,10,0.0,,support,Route this to the geographic pricing hub or create a state/city-specific expansion page.,https://mcdomenuusa.com/mcdonalds-prices-by-state/
big mac prices by state,prices-by-state__price_value,Prices by State - price value,Geographic Pricing,Prices by State,support_page,,commercial,price_value,,1,10,0.0,,support,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/mcdonalds-prices-by-state/
sausage egg and cheese bagel mcdonald's price,bfast-sausage-egg-cheese-bagel__price_value,"Sausage, Egg & Cheese Bagel - price value",Breakfast,"Sausage, Egg & Cheese Bagel",product_variant,Breakfast Menu,commercial,price_value,,1,10,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/sausage-egg-cheese-bagel/
mcdonald's cappuccino caffeine,coffee-mccafe-cappuccino__nutrition_caffeine,McCafe Cappuccino - nutrition caffeine,McCafe Coffees,McCafe Cappuccino,product_family,McCafe Coffees,nutrition,nutrition_caffeine,,1,10,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mccafe-menu/
mcdonald's coffee ingredients,coffee-premium-roast-coffee__nutrition_ingredients,Premium Roast Coffee - nutrition ingredients,McCafe Coffees,Premium Roast Coffee,product_variant,McCafe Coffees,nutrition,nutrition_ingredients,,1,10,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/mccafe-coffees/premium-roast-coffee/
mcdonald's washington menu,menu-hub__overview_menu__washington,McDonald's Menu - overview menu,Brand Core,McDonald's Menu,menu_hub,,overview,overview_menu,Washington,1,10,0.0,,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/
bacon egg and cheese mcgriddle meal calories,evm-bacon-egg-cheese-mcgriddles-meal__nutrition_macros,"Bacon, Egg & Cheese McGriddles Meal - nutrition macros",Value & Deals,"Bacon, Egg & Cheese McGriddles Meal",product_variant,Extra Value Meals,nutrition,nutrition_macros,,1,10,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/extra-value-meals/bacon-egg-cheese-mcgriddles-meal/
happy meal price texas,happy-meal__geo_price__texas,Happy Meal - geo price,Happy Meal,Happy Meal,menu_guide,,geo_pricing,geo_price,Texas,1,10,0.0,,support,Route this to the geographic pricing hub or create a state/city-specific expansion page.,https://mcdomenuusa.com/mcdonalds-prices-by-state/
mcchicken price texas,chicken-mcchicken__geo_price__texas,McChicken - geo price,Chicken & Fish,McChicken,product_variant,Chicken & Fish Menu,geo_pricing,geo_price,Texas,1,10,0.0,,support,Route this to the geographic pricing hub or create a state/city-specific expansion page.,https://mcdomenuusa.com/mcdonalds-prices-by-state/
mcmuffin meal,breakfast-mcmuffin__overview_menu,McMuffin - overview menu,Breakfast,McMuffin,product_family,Breakfast Menu,overview,overview_menu,,1,10,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/breakfast-menu/
mcdonald's mcmuffin ingredients,breakfast-mcmuffin__nutrition_ingredients,McMuffin - nutrition ingredients,Breakfast,McMuffin,product_family,Breakfast Menu,nutrition,nutrition_ingredients,,1,10,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/breakfast-menu/
is hi c vegan,bev-soft-drink-small__nutrition_allergens,Soft Drink Small - nutrition allergens,Beverages,Soft Drink Small,product_variant,Soft Drink,nutrition,nutrition_allergens,,1,10,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/beverages-drinks/soft-drink-small/
6 piece happy meal,happy-6-pc-mcnuggets-happy-meal__overview_menu,6 pc McNuggets Happy Meal - overview menu,Happy Meal,6 pc McNuggets Happy Meal,product_variant,Happy Meal,overview,overview_menu,,1,10,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/happy-meal/6-pc-mcnuggets-happy-meal/
how much is a mcchicken in florida,chicken-mcchicken__geo_price__florida,McChicken - geo price,Chicken & Fish,McChicken,product_variant,Chicken & Fish Menu,geo_pricing,geo_price,Florida,1,10,0.0,,support,Route this to the geographic pricing hub or create a state/city-specific expansion page.,https://mcdomenuusa.com/mcdonalds-prices-by-state/
mcdonald's menu apple pie,sweets-baked-apple-pie__overview_menu,Baked Apple Pie - overview menu,Sweets & Treats,Baked Apple Pie,product_variant,Sweets & Treats,overview,overview_menu,,1,10,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/sweets-treats/baked-apple-pie/
mcdonald's hash brown ingredients usa,bfast-hash-browns__nutrition_ingredients__usa,Hash Browns - nutrition ingredients,Breakfast,Hash Browns,product_variant,Breakfast Menu,nutrition,nutrition_ingredients,Usa,1,10,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/hash-browns/
mcflurry allergens,sweets-oreo-mcflurry__nutrition_allergens,OREO McFlurry - nutrition allergens,Sweets & Treats,OREO McFlurry,product_variant,Sweets & Treats,nutrition,nutrition_allergens,,1,10,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/sweets-treats/oreo-mcflurry/
mcdouble or double cheeseburger,comparison__cheeseburger-vs-double-cheeseburger,Cheeseburger vs Double Cheeseburger,Burgers,Cheeseburger vs Double Cheeseburger,comparison,Burgers Menu,comparison,comparison,,1,10,0.0,,comparison,Create a comparison page or dedicated comparison section.,
mcdonald's latte calories,coffee-mccafe-latte__nutrition_macros,McCafe Latte - nutrition macros,McCafe Coffees,McCafe Latte,product_family,McCafe Coffees,nutrition,nutrition_macros,,1,10,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mccafe-menu/
egg mcmuffin all day,bfast-egg-mcmuffin__timing_hours,Egg McMuffin - timing hours,Breakfast,Egg McMuffin,product_variant,Breakfast Menu,timing_availability,timing_hours,,1,10,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/egg-mcmuffin/
