entity_id,entity_name,entity_type,topical_silo,parent_entity,page_type,existing_page,target_url,category_url,alias_count,sample_aliases
bev-1-percent-low-fat-milk,1% Low Fat Milk,product_family,Beverages,Beverages & Drinks,family_section,Yes,https://mcdomenuusa.com/beverage-menu/,https://mcdomenuusa.com/menu/beverages-drinks/,1,1 percent low fat milk
bev-1-percent-low-fat-milk-jug,1% Low Fat Milk Jug,product_variant,Beverages,1% Low Fat Milk,item,Yes,https://mcdomenuusa.com/menu/beverages-drinks/1-percent-low-fat-milk-jug/,https://mcdomenuusa.com/menu/beverages-drinks/,1,1 percent low fat milk jug
beverages-drinks,Beverages & Drinks,menu_guide,Beverages,,guide,Yes,https://mcdomenuusa.com/beverage-menu/,https://mcdomenuusa.com/menu/beverages-drinks/,12,beverages and drinks | beverages and drinks prices | beverages and drinks menu | beverages and drinks menu prices | beverages and drinks with prices | mcdonalds drinks | mcdonalds beverage menu | mcdonalds drink menu | drinks | drink | fountain drinks | what drinks does mcdonalds have
bev-dasani-water,DASANI Water,product_variant,Beverages,Beverages & Drinks,item,Yes,https://mcdomenuusa.com/menu/beverages-drinks/dasani-water/,https://mcdomenuusa.com/menu/beverages-drinks/,1,dasani water
bev-frozen-coca-cola-classic,Frozen Coca-Cola Classic,product_family,Beverages,Beverages & Drinks,family_section,Yes,https://mcdomenuusa.com/beverage-menu/,https://mcdomenuusa.com/menu/beverages-drinks/,4,frozen coca cola classic | slushie | slushies | frozen drinks
bev-frozen-coca-cola-classic-large,Frozen Coca-Cola Classic Large,product_variant,Beverages,Frozen Coca-Cola Classic,item,Yes,https://mcdomenuusa.com/menu/beverages-drinks/frozen-coca-cola-classic-large/,https://mcdomenuusa.com/menu/beverages-drinks/,1,frozen coca cola classic large
bev-frozen-coca-cola-classic-medium,Frozen Coca-Cola Classic Medium,product_variant,Beverages,Frozen Coca-Cola Classic,item,Yes,https://mcdomenuusa.com/menu/beverages-drinks/frozen-coca-cola-classic-medium/,https://mcdomenuusa.com/menu/beverages-drinks/,1,frozen coca cola classic medium
bev-frozen-coca-cola-classic-small,Frozen Coca-Cola Classic Small,product_variant,Beverages,Frozen Coca-Cola Classic,item,Yes,https://mcdomenuusa.com/menu/beverages-drinks/frozen-coca-cola-classic-small/,https://mcdomenuusa.com/menu/beverages-drinks/,1,frozen coca cola classic small
bev-frozen-fanta-blue-raspberry,Frozen Fanta Blue Raspberry,product_family,Beverages,Beverages & Drinks,family_section,Yes,https://mcdomenuusa.com/beverage-menu/,https://mcdomenuusa.com/menu/beverages-drinks/,4,frozen fanta blue raspberry | slushie | slushies | frozen drinks
bev-frozen-fanta-blue-raspberry-large,Frozen Fanta Blue Raspberry Large,product_variant,Beverages,Frozen Fanta Blue Raspberry,item,Yes,https://mcdomenuusa.com/menu/beverages-drinks/frozen-fanta-blue-raspberry-large/,https://mcdomenuusa.com/menu/beverages-drinks/,1,frozen fanta blue raspberry large
bev-frozen-fanta-blue-raspberry-medium,Frozen Fanta Blue Raspberry Medium,product_variant,Beverages,Frozen Fanta Blue Raspberry,item,Yes,https://mcdomenuusa.com/menu/beverages-drinks/frozen-fanta-blue-raspberry-medium/,https://mcdomenuusa.com/menu/beverages-drinks/,1,frozen fanta blue raspberry medium
bev-frozen-fanta-blue-raspberry-small,Frozen Fanta Blue Raspberry Small,product_variant,Beverages,Frozen Fanta Blue Raspberry,item,Yes,https://mcdomenuusa.com/menu/beverages-drinks/frozen-fanta-blue-raspberry-small/,https://mcdomenuusa.com/menu/beverages-drinks/,1,frozen fanta blue raspberry small
bev-honest-kids-appley-ever-after,Honest Kids Appley Ever After,product_variant,Beverages,Beverages & Drinks,item,Yes,https://mcdomenuusa.com/menu/beverages-drinks/honest-kids-appley-ever-after/,https://mcdomenuusa.com/menu/beverages-drinks/,1,honest kids appley ever after
bev-hot-tea,Hot Tea,product_family,Beverages,Beverages & Drinks,family_section,Yes,https://mcdomenuusa.com/beverage-menu/,https://mcdomenuusa.com/menu/beverages-drinks/,1,hot tea
bev-hot-tea-any-size,Hot Tea Any size,product_variant,Beverages,Hot Tea,item,Yes,https://mcdomenuusa.com/menu/beverages-drinks/hot-tea-any-size/,https://mcdomenuusa.com/menu/beverages-drinks/,1,hot tea any size
bev-lemonade,Lemonade,product_family,Beverages,Beverages & Drinks,family_section,Yes,https://mcdomenuusa.com/beverage-menu/,https://mcdomenuusa.com/menu/beverages-drinks/,1,lemonade
bev-lemonade-large,Lemonade Large,product_variant,Beverages,Lemonade,item,Yes,https://mcdomenuusa.com/menu/beverages-drinks/lemonade-large/,https://mcdomenuusa.com/menu/beverages-drinks/,1,lemonade large
bev-lemonade-medium,Lemonade Medium,product_variant,Beverages,Lemonade,item,Yes,https://mcdomenuusa.com/menu/beverages-drinks/lemonade-medium/,https://mcdomenuusa.com/menu/beverages-drinks/,1,lemonade medium
bev-lemonade-small,Lemonade Small,product_variant,Beverages,Lemonade,item,Yes,https://mcdomenuusa.com/menu/beverages-drinks/lemonade-small/,https://mcdomenuusa.com/menu/beverages-drinks/,1,lemonade small
bev-mango-pineapple-smoothie,Mango Pineapple Smoothie,product_family,Beverages,Beverages & Drinks,family_section,Yes,https://mcdomenuusa.com/beverage-menu/,https://mcdomenuusa.com/menu/beverages-drinks/,2,mango pineapple smoothie | smoothies
bev-mango-pineapple-smoothie-large,Mango Pineapple Smoothie Large,product_variant,Beverages,Mango Pineapple Smoothie,item,Yes,https://mcdomenuusa.com/menu/beverages-drinks/mango-pineapple-smoothie-large/,https://mcdomenuusa.com/menu/beverages-drinks/,1,mango pineapple smoothie large
bev-mango-pineapple-smoothie-medium,Mango Pineapple Smoothie Medium,product_variant,Beverages,Mango Pineapple Smoothie,item,Yes,https://mcdomenuusa.com/menu/beverages-drinks/mango-pineapple-smoothie-medium/,https://mcdomenuusa.com/menu/beverages-drinks/,1,mango pineapple smoothie medium
bev-mango-pineapple-smoothie-small,Mango Pineapple Smoothie Small,product_variant,Beverages,Mango Pineapple Smoothie,item,Yes,https://mcdomenuusa.com/menu/beverages-drinks/mango-pineapple-smoothie-small/,https://mcdomenuusa.com/menu/beverages-drinks/,1,mango pineapple smoothie small
bev-minute-maid-premium-orange-juice,Minute Maid Premium Orange Juice,product_family,Beverages,Beverages & Drinks,family_section,Yes,https://mcdomenuusa.com/beverage-menu/,https://mcdomenuusa.com/menu/beverages-drinks/,2,minute maid premium orange juice | orange juice
bev-minute-maid-premium-orange-juice-medium,Minute Maid Premium Orange Juice Medium,product_variant,Beverages,Minute Maid Premium Orange Juice,item,Yes,https://mcdomenuusa.com/menu/beverages-drinks/minute-maid-premium-orange-juice-medium/,https://mcdomenuusa.com/menu/beverages-drinks/,1,minute maid premium orange juice medium
bev-minute-maid-premium-orange-juice-small,Minute Maid Premium Orange Juice Small,product_variant,Beverages,Minute Maid Premium Orange Juice,item,Yes,https://mcdomenuusa.com/menu/beverages-drinks/minute-maid-premium-orange-juice-small/,https://mcdomenuusa.com/menu/beverages-drinks/,1,minute maid premium orange juice small
bev-reduced-sugar-low-fat-chocolate-milk,Reduced Sugar Low Fat Chocolate Milk,product_family,Beverages,Beverages & Drinks,family_section,Yes,https://mcdomenuusa.com/beverage-menu/,https://mcdomenuusa.com/menu/beverages-drinks/,3,reduced sugar low fat chocolate milk | chocolate milk | milk
bev-reduced-sugar-low-fat-chocolate-milk-jug,Reduced Sugar Low Fat Chocolate Milk Jug,product_variant,Beverages,Reduced Sugar Low Fat Chocolate Milk,item,Yes,https://mcdomenuusa.com/menu/beverages-drinks/reduced-sugar-low-fat-chocolate-milk-jug/,https://mcdomenuusa.com/menu/beverages-drinks/,1,reduced sugar low fat chocolate milk jug
beverages-smoothie,Smoothie,product_family,Beverages,Beverages & Drinks,family_section,Yes,https://mcdomenuusa.com/beverage-menu/,https://mcdomenuusa.com/menu/beverages-drinks/,3,smoothie | smoothies | mcdonalds smoothie
bev-soft-drink,Soft Drink,product_family,Beverages,Beverages & Drinks,family_section,Yes,https://mcdomenuusa.com/beverage-menu/,https://mcdomenuusa.com/menu/beverages-drinks/,7,soft drink | coke | sprite | dr pepper | fanta | diet coke | hi c
bev-soft-drink-large,Soft Drink Large,product_variant,Beverages,Soft Drink,item,Yes,https://mcdomenuusa.com/menu/beverages-drinks/soft-drink-large/,https://mcdomenuusa.com/menu/beverages-drinks/,9,soft drink large | coke | coca cola | sprite | dr pepper | fanta | diet coke | hi c | hic
bev-soft-drink-medium,Soft Drink Medium,product_variant,Beverages,Soft Drink,item,Yes,https://mcdomenuusa.com/menu/beverages-drinks/soft-drink-medium/,https://mcdomenuusa.com/menu/beverages-drinks/,9,soft drink medium | coke | coca cola | sprite | dr pepper | fanta | diet coke | hi c | hic
bev-soft-drink-small,Soft Drink Small,product_variant,Beverages,Soft Drink,item,Yes,https://mcdomenuusa.com/menu/beverages-drinks/soft-drink-small/,https://mcdomenuusa.com/menu/beverages-drinks/,9,soft drink small | coke | coca cola | sprite | dr pepper | fanta | diet coke | hi c | hic
bev-strawberry-banana-smoothie,Strawberry Banana Smoothie,product_family,Beverages,Beverages & Drinks,family_section,Yes,https://mcdomenuusa.com/beverage-menu/,https://mcdomenuusa.com/menu/beverages-drinks/,2,strawberry banana smoothie | smoothies
bev-strawberry-banana-smoothie-large,Strawberry Banana Smoothie Large,product_variant,Beverages,Strawberry Banana Smoothie,item,Yes,https://mcdomenuusa.com/menu/beverages-drinks/strawberry-banana-smoothie-large/,https://mcdomenuusa.com/menu/beverages-drinks/,1,strawberry banana smoothie large
bev-strawberry-banana-smoothie-medium,Strawberry Banana Smoothie Medium,product_variant,Beverages,Strawberry Banana Smoothie,item,Yes,https://mcdomenuusa.com/menu/beverages-drinks/strawberry-banana-smoothie-medium/,https://mcdomenuusa.com/menu/beverages-drinks/,1,strawberry banana smoothie medium
bev-strawberry-banana-smoothie-small,Strawberry Banana Smoothie Small,product_variant,Beverages,Strawberry Banana Smoothie,item,Yes,https://mcdomenuusa.com/menu/beverages-drinks/strawberry-banana-smoothie-small/,https://mcdomenuusa.com/menu/beverages-drinks/,1,strawberry banana smoothie small
bev-sweet-tea,Sweet Tea,product_family,Beverages,Beverages & Drinks,family_section,Yes,https://mcdomenuusa.com/beverage-menu/,https://mcdomenuusa.com/menu/beverages-drinks/,1,sweet tea
bev-sweet-tea-large,Sweet Tea Large,product_variant,Beverages,Sweet Tea,item,Yes,https://mcdomenuusa.com/menu/beverages-drinks/sweet-tea-large/,https://mcdomenuusa.com/menu/beverages-drinks/,1,sweet tea large
bev-sweet-tea-medium,Sweet Tea Medium,product_variant,Beverages,Sweet Tea,item,Yes,https://mcdomenuusa.com/menu/beverages-drinks/sweet-tea-medium/,https://mcdomenuusa.com/menu/beverages-drinks/,1,sweet tea medium
bev-sweet-tea-small,Sweet Tea Small,product_variant,Beverages,Sweet Tea,item,Yes,https://mcdomenuusa.com/menu/beverages-drinks/sweet-tea-small/,https://mcdomenuusa.com/menu/beverages-drinks/,1,sweet tea small
bev-unsweetened-iced-tea,Unsweetened Iced Tea,product_family,Beverages,Beverages & Drinks,family_section,Yes,https://mcdomenuusa.com/beverage-menu/,https://mcdomenuusa.com/menu/beverages-drinks/,3,unsweetened iced tea | unsweet tea | unsweetened tea
bev-unsweetened-iced-tea-any-size,Unsweetened Iced Tea Any size,product_variant,Beverages,Unsweetened Iced Tea,item,Yes,https://mcdomenuusa.com/menu/beverages-drinks/unsweetened-iced-tea-any-size/,https://mcdomenuusa.com/menu/beverages-drinks/,1,unsweetened iced tea any size
menu-hub,McDonald's Menu,menu_hub,Brand Core,,hub,Yes,https://mcdomenuusa.com/menu/,,7,mcdonalds menu | mcdonald menu | mcdonalds usa menu | mcdonalds menu with prices | mcdonalds prices | menu mcdonalds usa | mcdonald menu prices
bfast-bacon-egg-cheese-bagel,"Bacon, Egg & Cheese Bagel",product_variant,Breakfast,Breakfast Menu,item,Yes,https://mcdomenuusa.com/menu/breakfast-menu/bacon-egg-cheese-bagel/,https://mcdomenuusa.com/menu/breakfast-menu/,1,bacon egg and cheese bagel
bfast-bacon-egg-cheese-biscuit,"Bacon, Egg & Cheese Biscuit",product_variant,Breakfast,Breakfast Menu,item,Yes,https://mcdomenuusa.com/menu/breakfast-menu/bacon-egg-cheese-biscuit/,https://mcdomenuusa.com/menu/breakfast-menu/,1,bacon egg and cheese biscuit
bfast-bacon-egg-cheese-mcgriddles,"Bacon, Egg & Cheese McGriddles",product_variant,Breakfast,Breakfast Menu,item,Yes,https://mcdomenuusa.com/menu/breakfast-menu/bacon-egg-cheese-mcgriddles/,https://mcdomenuusa.com/menu/breakfast-menu/,3,bacon egg and cheese mcgriddles | bacon egg and cheese mcgriddle | bacon egg and cheese mc griddles
bfast-bagel,Bagel,product_variant,Breakfast,Breakfast Menu,item,Yes,https://mcdomenuusa.com/menu/breakfast-menu/bagel/,https://mcdomenuusa.com/menu/breakfast-menu/,1,bagel
bfast-big-breakfast,Big Breakfast,product_variant,Breakfast,Breakfast Menu,item,Yes,https://mcdomenuusa.com/menu/breakfast-menu/big-breakfast/,https://mcdomenuusa.com/menu/breakfast-menu/,1,big breakfast
bfast-big-breakfast-with-hotcakes,Big Breakfast with Hotcakes,product_variant,Breakfast,Breakfast Menu,item,Yes,https://mcdomenuusa.com/menu/breakfast-menu/big-breakfast-with-hotcakes/,https://mcdomenuusa.com/menu/breakfast-menu/,3,big breakfast with hotcakes | big breakfast w hotcakes | big breakfast hotcakes
breakfast-hours,Breakfast Hours,support_page,Breakfast,,support,Yes,https://mcdomenuusa.com/breakfast-hours/,,9,mcdonalds breakfast hours | breakfast hours | breakfast time | breakfast times | what time does mcdonalds stop serving breakfast | when does mcdonalds stop serving breakfast | all day breakfast | mcdonalds breakfast until what time | mcdonalds breakfast end time
breakfast-menu,Breakfast Menu,menu_guide,Breakfast,,guide,Yes,https://mcdomenuusa.com/breakfast-menu/,https://mcdomenuusa.com/menu/breakfast-menu/,13,breakfast menu | breakfast | breakfast menu prices | breakfast menu menu | breakfast menu menu prices | breakfast menu with prices | mcdonalds breakfast | mcdonalds breakfast menu | mcdonalds breakfast prices | desayunos mcdonalds usa | desayunos de mcdonalds usa | morning menu
bfast-egg-cheese-bagel,Egg and Cheese Bagel,product_variant,Breakfast,Breakfast Menu,item,Yes,https://mcdomenuusa.com/menu/breakfast-menu/egg-cheese-bagel/,https://mcdomenuusa.com/menu/breakfast-menu/,1,egg and cheese bagel
bfast-egg-mcmuffin,Egg McMuffin,product_variant,Breakfast,Breakfast Menu,item,Yes,https://mcdomenuusa.com/menu/breakfast-menu/egg-mcmuffin/,https://mcdomenuusa.com/menu/breakfast-menu/,2,egg mcmuffin | egg mc muffin
bfast-fruit-maple-oatmeal,Fruit & Maple Oatmeal,product_variant,Breakfast,Breakfast Menu,item,Yes,https://mcdomenuusa.com/menu/breakfast-menu/fruit-maple-oatmeal/,https://mcdomenuusa.com/menu/breakfast-menu/,3,fruit and maple oatmeal | oatmeal | mcdonalds oatmeal
bfast-hash-browns,Hash Browns,product_variant,Breakfast,Breakfast Menu,item,Yes,https://mcdomenuusa.com/menu/breakfast-menu/hash-browns/,https://mcdomenuusa.com/menu/breakfast-menu/,4,hash browns | hashbrown | hashbrowns | hash brown
bfast-hotcakes,Hotcakes,product_variant,Breakfast,Breakfast Menu,item,Yes,https://mcdomenuusa.com/menu/breakfast-menu/hotcakes/,https://mcdomenuusa.com/menu/breakfast-menu/,3,hotcakes | hot cakes | pancakes
bfast-hotcakes-sausage,Hotcakes and Sausage,product_variant,Breakfast,Breakfast Menu,item,Yes,https://mcdomenuusa.com/menu/breakfast-menu/hotcakes-sausage/,https://mcdomenuusa.com/menu/breakfast-menu/,2,hotcakes and sausage | pancakes
breakfast-mcgriddle,McGriddle,product_family,Breakfast,Breakfast Menu,family_section,Yes,https://mcdomenuusa.com/breakfast-menu/,https://mcdomenuusa.com/menu/breakfast-menu/,3,mcgriddle | mcgriddles | mcdonalds mcgriddle
breakfast-mcmuffin,McMuffin,product_family,Breakfast,Breakfast Menu,family_section,Yes,https://mcdomenuusa.com/breakfast-menu/,https://mcdomenuusa.com/menu/breakfast-menu/,3,mcmuffin | mcmuffins | mcdonalds mcmuffin
bfast-sausage-biscuit,Sausage Biscuit,product_variant,Breakfast,Breakfast Menu,item,Yes,https://mcdomenuusa.com/menu/breakfast-menu/sausage-biscuit/,https://mcdomenuusa.com/menu/breakfast-menu/,1,sausage biscuit
bfast-sausage-biscuit-with-egg,Sausage Biscuit with Egg,product_variant,Breakfast,Breakfast Menu,item,Yes,https://mcdomenuusa.com/menu/breakfast-menu/sausage-biscuit-with-egg/,https://mcdomenuusa.com/menu/breakfast-menu/,3,sausage biscuit with egg | sausage biscuit w egg | sausage biscuit egg
bfast-sausage-burrito,Sausage Burrito,product_variant,Breakfast,Breakfast Menu,item,Yes,https://mcdomenuusa.com/menu/breakfast-menu/sausage-burrito/,https://mcdomenuusa.com/menu/breakfast-menu/,3,sausage burrito | burrito | burritos
bfast-sausage-mcgriddles,Sausage McGriddles,product_variant,Breakfast,Breakfast Menu,item,Yes,https://mcdomenuusa.com/menu/breakfast-menu/sausage-mcgriddles/,https://mcdomenuusa.com/menu/breakfast-menu/,3,sausage mcgriddles | sausage mcgriddle | sausage mc griddles
bfast-sausage-mcmuffin,Sausage McMuffin,product_variant,Breakfast,Breakfast Menu,item,Yes,https://mcdomenuusa.com/menu/breakfast-menu/sausage-mcmuffin/,https://mcdomenuusa.com/menu/breakfast-menu/,2,sausage mcmuffin | sausage mc muffin
bfast-sausage-mcmuffin-with-egg,Sausage McMuffin with Egg,product_variant,Breakfast,Breakfast Menu,item,Yes,https://mcdomenuusa.com/menu/breakfast-menu/sausage-mcmuffin-with-egg/,https://mcdomenuusa.com/menu/breakfast-menu/,6,sausage mcmuffin with egg | sausage mcmuffin and cheese | sausage mcmuffin egg and cheese | sausage mcmuffin w egg | sausage mcmuffin egg | sausage mc muffin with egg
bfast-sausage-egg-cheese-bagel,"Sausage, Egg & Cheese Bagel",product_variant,Breakfast,Breakfast Menu,item,Yes,https://mcdomenuusa.com/menu/breakfast-menu/sausage-egg-cheese-bagel/,https://mcdomenuusa.com/menu/breakfast-menu/,1,sausage egg and cheese bagel
bfast-sausage-egg-cheese-mcgriddles,"Sausage, Egg & Cheese McGriddles",product_variant,Breakfast,Breakfast Menu,item,Yes,https://mcdomenuusa.com/menu/breakfast-menu/sausage-egg-cheese-mcgriddles/,https://mcdomenuusa.com/menu/breakfast-menu/,3,sausage egg and cheese mcgriddles | sausage egg and cheese mcgriddle | sausage egg and cheese mc griddles
bfast-steak-egg-cheese-bagel,"Steak, Egg & Cheese Bagel",product_variant,Breakfast,Breakfast Menu,item,Yes,https://mcdomenuusa.com/menu/breakfast-menu/steak-egg-cheese-bagel/,https://mcdomenuusa.com/menu/breakfast-menu/,1,steak egg and cheese bagel
burgers-bacon-quarter-pounder-with-cheese,Bacon Quarter Pounder with Cheese,product_variant,Burgers,Burgers Menu,item,Yes,https://mcdomenuusa.com/menu/burgers-menu/bacon-quarter-pounder-with-cheese/,https://mcdomenuusa.com/menu/burgers-menu/,3,bacon quarter pounder with cheese | bacon quarter pounder w cheese | bacon quarter pounder cheese
burgers-big-mac,Big Mac,product_variant,Burgers,Burgers Menu,item,Yes,https://mcdomenuusa.com/menu/burgers-menu/big-mac/,https://mcdomenuusa.com/menu/burgers-menu/,2,big mac | bigmac
burgers-menu,Burgers Menu,menu_guide,Burgers,,guide,Yes,https://mcdomenuusa.com/burgers-menu/,https://mcdomenuusa.com/menu/burgers-menu/,8,burgers menu | burgers | burgers menu prices | burgers menu menu | burgers menu menu prices | burgers menu with prices | mcdonalds burgers | mcdonalds burgers menu
burgers-cheeseburger,Cheeseburger,product_variant,Burgers,Burgers Menu,item,Yes,https://mcdomenuusa.com/menu/burgers-menu/cheeseburger/,https://mcdomenuusa.com/menu/burgers-menu/,1,cheeseburger
burgers-daily-double,Daily Double,product_variant,Burgers,Burgers Menu,item,Yes,https://mcdomenuusa.com/menu/burgers-menu/daily-double/,https://mcdomenuusa.com/menu/burgers-menu/,1,daily double
burgers-double-cheeseburger,Double Cheeseburger,product_variant,Burgers,Burgers Menu,item,Yes,https://mcdomenuusa.com/menu/burgers-menu/double-cheeseburger/,https://mcdomenuusa.com/menu/burgers-menu/,1,double cheeseburger
burgers-double-quarter-pounder-with-cheese,Double Quarter Pounder with Cheese,product_variant,Burgers,Burgers Menu,item,Yes,https://mcdomenuusa.com/menu/burgers-menu/double-quarter-pounder-with-cheese/,https://mcdomenuusa.com/menu/burgers-menu/,4,double quarter pounder with cheese | double quarter pounder | double quarter pounder w cheese | double quarter pounder cheese
burgers-hamburger,Hamburger,product_variant,Burgers,Burgers Menu,item,Yes,https://mcdomenuusa.com/menu/burgers-menu/hamburger/,https://mcdomenuusa.com/menu/burgers-menu/,1,hamburger
burgers-mcdouble,McDouble,product_variant,Burgers,Burgers Menu,item,Yes,https://mcdomenuusa.com/menu/burgers-menu/mcdouble/,https://mcdomenuusa.com/menu/burgers-menu/,2,mcdouble | mc double
burgers-quarter-pounder-with-cheese,Quarter Pounder with Cheese,product_variant,Burgers,Burgers Menu,item,Yes,https://mcdomenuusa.com/menu/burgers-menu/quarter-pounder-with-cheese/,https://mcdomenuusa.com/menu/burgers-menu/,4,quarter pounder with cheese | quarter pounder | quarter pounder w cheese | quarter pounder cheese
burgers-quarter-pounder-with-cheese-deluxe,Quarter Pounder with Cheese Deluxe,product_variant,Burgers,Burgers Menu,item,Yes,https://mcdomenuusa.com/menu/burgers-menu/quarter-pounder-with-cheese-deluxe/,https://mcdomenuusa.com/menu/burgers-menu/,4,quarter pounder with cheese deluxe | quarter pounder deluxe | quarter pounder w cheese deluxe | quarter pounder cheese deluxe
chicken-fish-menu,Chicken & Fish Menu,menu_guide,Chicken & Fish,,guide,Yes,https://mcdomenuusa.com/chicken-fish-menu/,https://mcdomenuusa.com/menu/chicken-fish/,9,chicken and fish menu | chicken and fish | chicken and fish menu prices | chicken and fish menu menu | chicken and fish menu menu prices | chicken and fish menu with prices | chicken sandwich | fish sandwich | spicy chicken sandwich
chicken-deluxe-mccrispy,Deluxe McCrispy,product_variant,Chicken & Fish,Chicken & Fish Menu,item,Yes,https://mcdomenuusa.com/menu/chicken-fish/deluxe-mccrispy/,https://mcdomenuusa.com/menu/chicken-fish/,2,deluxe mccrispy | deluxe mc crispy
chicken-filet-o-fish,Filet-O-Fish,product_variant,Chicken & Fish,Chicken & Fish Menu,item,Yes,https://mcdomenuusa.com/menu/chicken-fish/filet-o-fish/,https://mcdomenuusa.com/menu/chicken-fish/,4,filet o fish | fish sandwich | filet fish | filet of fish
chicken-mcchicken,McChicken,product_variant,Chicken & Fish,Chicken & Fish Menu,item,Yes,https://mcdomenuusa.com/menu/chicken-fish/mcchicken/,https://mcdomenuusa.com/menu/chicken-fish/,2,mcchicken | mc chicken
chicken-mccrispy,McCrispy,product_variant,Chicken & Fish,Chicken & Fish Menu,item,Yes,https://mcdomenuusa.com/menu/chicken-fish/mccrispy/,https://mcdomenuusa.com/menu/chicken-fish/,2,mccrispy | mc crispy
chicken-spicy-deluxe-mccrispy,Spicy Deluxe McCrispy,product_variant,Chicken & Fish,Chicken & Fish Menu,item,Yes,https://mcdomenuusa.com/menu/chicken-fish/spicy-deluxe-mccrispy/,https://mcdomenuusa.com/menu/chicken-fish/,2,spicy deluxe mccrispy | spicy deluxe mc crispy
chicken-spicy-mccrispy,Spicy McCrispy,product_variant,Chicken & Fish,Chicken & Fish Menu,item,Yes,https://mcdomenuusa.com/menu/chicken-fish/spicy-mccrispy/,https://mcdomenuusa.com/menu/chicken-fish/,2,spicy mccrispy | spicy mc crispy
mcdelivery-guide,McDelivery Guide,service_page,Customer Journey,,support,Yes,https://mcdomenuusa.com/mcdelivery-guide/,,6,mcdelivery | mcdelivery menu | mcdelivery cost | mcdelivery fees | delivery | delivery guide
app-deals,McDonald's App Deals,service_page,Customer Journey,,support,Yes,https://mcdomenuusa.com/mcdonalds-app-deals/,,4,mcdonalds app | mcdonald app | mcdonalds app deals | mcdonalds mobile app
mcdvoice,McDVoice Survey,service_page,Customer Journey,,service,No,https://mcdomenuusa.com/mcdvoice/,,9,mcdvoice | mcvoice | mcdvoice com | mcdvoice com survey | mcdvoice survey | mcdonalds survey | survey code | mcdvoice receipt code | www mcdvoice com
rewards-guide,Rewards Guide,service_page,Customer Journey,,support,Yes,https://mcdomenuusa.com/rewards-guide/,,5,mymcdonalds rewards | mcdonalds rewards | mcdonalds app rewards | mcdonalds rewards points | mcdonalds rewards sign up
sides-apple-slices,Apple Slices,product_variant,Fries & Sides,Fries & Sides,item,Yes,https://mcdomenuusa.com/menu/fries-sides/apple-slices/,https://mcdomenuusa.com/menu/fries-sides/,1,apple slices
fries-sides,Fries & Sides,menu_guide,Fries & Sides,,guide,Yes,https://mcdomenuusa.com/fries-sides/,https://mcdomenuusa.com/menu/fries-sides/,7,fries and sides | fries and sides prices | fries and sides menu | fries and sides menu prices | fries and sides with prices | mcdonalds fries | mcdonalds sides
sides-world-famous-fries,World Famous Fries,product_family,Fries & Sides,Fries & Sides,family_section,Yes,https://mcdomenuusa.com/fries-sides/,https://mcdomenuusa.com/menu/fries-sides/,4,world famous fries | fries | mcdonalds fries | mcdonalds french fries
sides-world-famous-fries-large,World Famous Fries Large,product_variant,Fries & Sides,World Famous Fries,item,Yes,https://mcdomenuusa.com/menu/fries-sides/world-famous-fries-large/,https://mcdomenuusa.com/menu/fries-sides/,5,world famous fries large | fries | french fries | large fry | large fries
sides-world-famous-fries-medium,World Famous Fries Medium,product_variant,Fries & Sides,World Famous Fries,item,Yes,https://mcdomenuusa.com/menu/fries-sides/world-famous-fries-medium/,https://mcdomenuusa.com/menu/fries-sides/,5,world famous fries medium | fries | french fries | medium fry | medium fries
sides-world-famous-fries-small,World Famous Fries Small,product_variant,Fries & Sides,World Famous Fries,item,Yes,https://mcdomenuusa.com/menu/fries-sides/world-famous-fries-small/,https://mcdomenuusa.com/menu/fries-sides/,5,world famous fries small | fries | french fries | small fry | small fries
big-mac-price-uk,Big Mac Price UK,support_page,Geographic Pricing,,support,Yes,https://mcdomenuusa.com/big-mac-price-uk/,,1,big mac price uk
big-mac-price-usa,Big Mac Price USA,support_page,Geographic Pricing,,support,Yes,https://mcdomenuusa.com/big-mac-price-usa/,,3,big mac price usa | big mac price us | how much is a big mac in the us
prices-by-state,Prices by State,support_page,Geographic Pricing,,support,Yes,https://mcdomenuusa.com/mcdonalds-prices-by-state/,,5,prices by state | price by state | big mac prices by state | mcdonalds prices by state | state prices
happy-4-pc-mcnuggets-happy-meal,4 pc McNuggets Happy Meal,product_variant,Happy Meal,Happy Meal,item,Yes,https://mcdomenuusa.com/menu/happy-meal/4-pc-mcnuggets-happy-meal/,https://mcdomenuusa.com/menu/happy-meal/,11,4 pc mcnuggets happy meal | 4 pc mc nuggets happy meal | nuggets | 4 piece mcnugget | 4 piece mcnuggets | 4 piece chicken mcnuggets | 4 piece chicken nuggets | 4 pc nuggets | 4 nuggets | 4 piece happy meal | 4 pc happy meal
happy-6-pc-mcnuggets-happy-meal,6 pc McNuggets Happy Meal,product_variant,Happy Meal,Happy Meal,item,Yes,https://mcdomenuusa.com/menu/happy-meal/6-pc-mcnuggets-happy-meal/,https://mcdomenuusa.com/menu/happy-meal/,11,6 pc mcnuggets happy meal | 6 pc mc nuggets happy meal | nuggets | 6 piece mcnugget | 6 piece mcnuggets | 6 piece chicken mcnuggets | 6 piece chicken nuggets | 6 pc nuggets | 6 nuggets | 6 piece happy meal | 6 pc happy meal
